repo_name,commit,subject,message,is_corrective,is_adaptive,is_perfective,is_refactor,corrective,adaptive,perfective,refactor,change,comment,justification,batch
GNOME/chronojump,d6c9b76bcef2c886db97eb7cd35756a35bdfdc55,"All Reactive Jumps are working (i think) with the new chronopic code Delete files serial.* (old jump detection method) Write the jumps in seconds Bug repaired in showing identifier of reactive jumps in treeviewRj.Add Show first TC, later TV in treeviews","All Reactive Jumps are working (i think) with the new chronopic code
Delete files serial.* (old jump detection method)
Write the jumps in seconds
Bug repaired in showing identifier of reactive jumps in treeviewRj.Add
Show first TC, later TV in treeviews
",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,random_batch_1
openSUSE/kernel-source,19b6b246c7877caa9fda9faf9cb3043cd99817e1,- kernel-source.changes.old: split 2004 and earlier changes into .old,"- kernel-source.changes.old: split 2004 and earlier changes into .old
",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,rename changes file,random_batch_1
wch/r-source,3cfebf45c17658a4d0273f7e3a7b2de35d2ca758,explain versioned installs,"explain versioned installs

git-svn-id: f298e5bd0fb7dd56202a0647512068a43d54496a@31492 00db46b3-68df-0310-9c12-caf00c1e9a41
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,random_batch_1
xfce-mirror/xfwm4,26c2b285c66b7e31b1ae954ab5eb52d6ed3d66e2,Cleanup,"Cleanup


(Old svn revision: 16025)
",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,random_batch_1
YAFNET/YAFNET,7333bdb2cf6a5bfff51c46b2583f3d5078cd7ca4,fixed the stupid bug that stopped people from saving...,"fixed the stupid bug that stopped people from saving...
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,random_batch_1
wch/r-source,4916bd60ce312b43d49224c495c5b94d9f5ef573,R CMD check now tries to latex vignettes,"R CMD check now tries to latex vignettes

git-svn-id: f298e5bd0fb7dd56202a0647512068a43d54496a@41959 00db46b3-68df-0310-9c12-caf00c1e9a41
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,random_batch_1
facebook/mysql-5.6,258fb5d4c17853bede13a960ca838b37601e724e,branches/zip: Merge 1571:1575 from trunk.,"branches/zip: Merge 1571:1575 from trunk.
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,random_batch_1
yade/trunk,46d6b2e7cf1e002f48369eeaacb6695ae73f2459,"Some changes in the computation of critical timestep so that the  triaxial samples do not explode when dt is set to the automatic  value. The change mostly affects the first steps of a simulation. Now,  dt is computed at each timestep during the first steps, whatever the  value of the user-defined variable ""timeStepUpdateInterval"", until a  relevant value is found.  ","Some changes in the computation of critical timestep so that the 
triaxial samples do not explode when dt is set to the automatic 
value. The change mostly affects the first steps of a simulation. Now, 
dt is computed at each timestep during the first steps, whatever the 
value of the user-defined variable ""timeStepUpdateInterval"", until a 
relevant value is found.
 
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,random_batch_1
facebook/mysql-5.6,b0b0b0fbc4c679f0ae9e0159ad26eb49ae484ab3,"Bug#25511   ""Federated INSERT failures""   Federated does not correctly handle ""INSERT...ON DUPLICATE KEY UPDATE""   However, implementing such support is not reasonably possible without   increasing complexity of the storage engine: checking that constraints   on remote server match local server and parsing error messages.   This patch causes 'ON DUPLICATE KEY' to fail with ER_DUP_KEY message   if a conflict occurs and not to fail silently.","Bug#25511
  ""Federated INSERT failures""
  Federated does not correctly handle ""INSERT...ON DUPLICATE KEY UPDATE""
  However, implementing such support is not reasonably possible without
  increasing complexity of the storage engine: checking that constraints
  on remote server match local server and parsing error messages.
  This patch causes 'ON DUPLICATE KEY' to fail with ER_DUP_KEY message
  if a conflict occurs and not to fail silently.
",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,random_batch_1
rncbc/qtractor,44fbb09fc59e1f8f530a3188859417829fbb00cf,- Time display format option naming repair.,"- Time display format option naming repair.


git-svn-id: ab65d635cad753f79101b73fc7e2fbbed6fa95f4@588 304e7ffa-9037-4501-99c0-529757c9bbcc
",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"reparing the format used by the software, not the software code format",random_batch_1
SRI-CSL/PVS,fdb0b89ecfa929e04a7ee0999f7a5a6991a42cb5,Modified bdd.lisp and mu.lisp to separate the common parts from the foreign function parts.,"Modified bdd.lisp and mu.lisp to separate the common parts from the foreign
function parts.


git-svn-id: d36d0cfce3859e50aaa14f626f4f277c468f80bd@4898 ab98feae-9515-0410-836f-c1e8bd48b6aa
",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,random_batch_1
SeleniumHQ/selenium,120ab18ac34e5c4547e8ed43e3657198649f5734,extracted RunOptions and URLConfiguration.,"extracted RunOptions and URLConfiguration.

r3108
",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,random_batch_1
Ensembl/ensembl-compara,2e9dbfa5c7f70f4b94ede93cde63955c3e52ad61,split BlastZ into an abstract superclass (PairAligner) and a subclass to facilitate easier implementation of other pairwise aligners whose Runnable outputs FeaturePair objects which need to be converted into GenomicAlignBlock objects.,"split BlastZ into an abstract superclass (PairAligner) and a subclass to
facilitate easier implementation of other pairwise aligners whose
Runnable outputs FeaturePair objects which need to be converted into
GenomicAlignBlock objects.
",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,random_batch_1
Taeung/tip,6caab489c5866788ae64a72986520b1f0e40c706,Fix btrfs_inc_ref to add backref hints,"Fix btrfs_inc_ref to add backref hints

Signed-off-by: Chris Mason <a169954b4cb1a46cee25f659d3bddfebe02b5fba@oracle.com>
",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,random_batch_1
mantidproject/mantid,1955bbafc93d1847a01cb2a999af07a13267db9b,re #64,"  re #64

     Modifications to Matrix to avoid a stupid memory leak.


",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,random_batch_1
moodle/moodle,0c87b5aac05f81f6c298883e4201957a821cd52b,"MDL-11835 Changing default aggregateonlygraded back to true, but set this value to false for upgraded course categories. Also set grade display type to percentage for upgraded items, since this is the default setting in 1.8. Site default is Real display type.","MDL-11835 Changing default aggregateonlygraded back to true, but set this value to false for upgraded course categories. Also set grade display type to percentage for upgraded items, since this is the default setting in 1.8. Site default is Real display type.
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,random_batch_1
scoophealth/oscar,c1acb2c2cf100a474cc1cbc5a0174ec320c612dd,fixed link,"fixed link
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,random_batch_1
arianne/stendhal,9176bd96c98cbb45d9432adcd4b2fb26117b60af,"Copleted grass and sea border, some flowers and grass, and a few objects","Copleted grass and sea border, some flowers and grass, and a few objects
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,random_batch_1
bozimmerman/CoffeeMud,5134b807c288283b2427986abf40296ccc36e482,,"

git-svn-id: svn://192.168.1.10/public/CoffeeMud@6321 0d6f1817-ed0e-0410-87c9-987e46238f29
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,random_batch_1
apache/uima-uimaj,8c3eb77ccd53de1398e4fddef4796e7f9724da91,"PEAR Installer Help file now will reside in uima-tools.jar,  located through ClassLoader, and displayed using JEditorPane. Fixed warning message reported in UIMA-101. https://issues.apache.org/jira/browse/UIMA-101","PEAR Installer Help file now will reside in uima-tools.jar, 
located through ClassLoader, and displayed using JEditorPane.
Fixed warning message reported in UIMA-101.
https://issues.apache.org/jira/browse/UIMA-101

git-svn-id: 67f5ad311a3d1220c16f120748b212c18fe1c257@484828 13f79535-47bb-0310-9956-ffa450edef68
",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,random_batch_1
HerculesWS/Hercules,d734b372c5f6a4499db0f971f5d9a9b0e250abe0,fixed a typo (bugreport:1998),"fixed a typo (bugreport:1998)


git-svn-id: c1e39603916b71782cde5facdf0b79eff05c1414@13048 54d463be-8e91-2dee-dedb-b68131a5f0ec
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,random_batch_1
arianne/stendhal,3b6cbb89cd14e2bc33a2399b2951d76f7d6fca69,add the remaining steps to test the complete obsidian knife quest,"add the remaining steps to test the complete obsidian knife quest
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,random_batch_1
consulo/consulo,d95fbf31c3cab0190c8017e62be6b3d8e5011658,latest version of JNA (supports 64-bit MacOS X),"latest version of JNA (supports 64-bit MacOS X)
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,random_batch_1
MrMC/mrmc,2a7c5c5c461d6fa86046090fbe9e559ab725d65b,changed: Remove CGUIWindowFullScreen::NeedRenderFullScreen() as it's outgrown it's use.  Move to standard Render/FrameMove combination,"changed: Remove CGUIWindowFullScreen::NeedRenderFullScreen() as it's outgrown it's use.  Move to standard Render/FrameMove combination

git-svn-id: db833e0ee90ec991bef537dc011d070417d74c01@27995 568bbfeb-2a22-0410-94d2-cc84cf5bfa90
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
cea-hpc/modules,faad53ed407202dcc38c4a327c24feda421a6681,"changed the way MODULEPATH is set up. since this is another environment variable like all the others, it is now set using the module command itself. pretty sneaky, huh?","changed the way MODULEPATH is set up. since this is another environment variable like all the others, it is now set using the module command itself. pretty sneaky, huh?
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,uncertain,,change_hits_batch_1
GNOME/gedit,f3865cc8418a221fb05492a8485cb36dc161436d,"src/search.h: src/gE_document.c: Added the function count_lines_cb, and","src/search.h: src/gE_document.c: Added the function count_lines_cb, and

1998-12-10  Evan Lawrence <evan@worldpath.net>

	* src/search.c:
	  src/search.h:
	  src/gE_document.c: Added the function count_lines_cb, and
	  changed it so the line button on the status bar calls it instead
	  of goto_line_cb. count_lines_cb displays the number of lines in
	  the current document, and the current line number the cursor
	  is on.

	* src/menus.c: Added ""Search for Line..."" to the Search menu, and
	  added the _'s to main items on the menu bar to allow for keyboard
	  navigation. _This will probably break some internationalization_
",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
BabylonJS/Babylon.js,ed4853244bc3d218e1d55b4a44f571dc8da1cc84,code doc and api changes,"code doc and api changes
",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,"due to api, not doc",change_hits_batch_1
Wilfred/remacs,28b257dc4c8ba15a4045b13884054d8e626063cd,Remove 'tiny change' labels from Michael Cadilhac's changes.,"Remove 'tiny change' labels from Michael Cadilhac's changes.
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,changes are the subject,change_hits_batch_1
samba-team/samba,2fc75a6c4e930cee03ab53ab758b60fc4f9ff0f7,"Adapt to changes in Samba API's, fix formatting.","Adapt to changes in Samba API's, fix formatting.
",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,change_hits_batch_1
apache/commons-lang,977151904cb0cfe10fcba11d903ca4d693c7b0c8,Slight text change to download page,"Slight text change to download page

git-svn-id: bab3daebc4e66440cbcc4aded890e63215874748@981379 13f79535-47bb-0310-9956-ffa450edef68
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
md-5/jdk10,99dc58bd47dcd1af1246ee6d3577804d90176354,6909442: Fix comments in test/sun/tools/jhat/HatRun.java Summary: Update the comments in this test to match the changes in 6902325 Reviewed-by: ohair,"6909442: Fix comments in test/sun/tools/jhat/HatRun.java
Summary: Update the comments in this test to match the changes in 6902325
Reviewed-by: ohair
",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,change_hits_batch_1
KDE/kwin,d7a95d15492c2fe33ba15cc176dd27b90a494211,SVN_SILENT made messages (.desktop file),"SVN_SILENT made messages (.desktop file)

svn path=/trunk/KDE/kdebase/workspace/; revision=1174377

The following changes were in SVN, but were removed from git:

M	wallpapers/Autumn/metadata.desktop
M	wallpapers/Blue_Wood/metadata.desktop
M	wallpapers/Grass/metadata.desktop
M	wallpapers/Hanami/metadata.desktop
",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,uncertain,,change_hits_batch_1
root-mirror/root,832d54e44cf33bd9b88bf36bc4f9e2186e6a7353,"From Matevz: Change signature of TPMERegexp member-function:  TString Substitute(const TString& s, const TString& r, Bool_t doDollarSubst=kTRUE); to  Int_t   Substitute(TString& s, const TString& r, Bool_t doDollarSubst=kTRUE); so that it conforms to the interface of the parent class TPRegexp.","From Matevz:
Change signature of TPMERegexp member-function:
 TString Substitute(const TString& s, const TString& r, Bool_t doDollarSubst=kTRUE);
to
 Int_t   Substitute(TString& s, const TString& r, Bool_t doDollarSubst=kTRUE);
so that it conforms to the interface of the parent class TPRegexp.


git-svn-id: acec3fd5b7ea1eb9e79d6329d318e8118ee2e14f@26600 27541ba8-7e3a-0410-8455-c3a389f83636
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
GNOME/mutter,46415bb248aa2b2744ae1ef715ac7b0f46cc014d,MetaWindowActor: Fix incorrect short-circuit,"MetaWindowActor: Fix incorrect short-circuit

The code here was wrong in every way: it only updated the shape if all the
borders changed. It never saved new last_borders even if it *had* changed,
and the bounding rectangle's x and y positions were still important otherwise.

This had user-visible impact when doing simple things like changing the
border_width. It would short-circuit here and due to the above incorrectness,
weirdness could happen where windows would be cut off and so on.

https://bugzilla.gnome.org/show_bug.cgi?id=656334
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
XCSoar/XCSoar,1828546341fb876104db14dd5a41a77084d85041,dlgWindSettings: Simplified OnWindSpeed/DirectionData() functions,"dlgWindSettings: Simplified OnWindSpeed/DirectionData() functions

No need to set the other value too when only one is changed.
",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,change_hits_batch_1
erlang/otp,bfae535d4ac51d2c3bef146e0f058e105bb5e956,observer: Optimize row lookups,"observer: Optimize row lookups

Use arrays instead of lists to cache data, gives faster lookups for
large contents.

Also update colors used in table viewer, indication new and changed rows.
Other minor bugfixes in tables viewer.
",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,change_hits_batch_1
dart-lang/sdk,33565cd64a9dd4a89f9b5deadb6a777a23bfb2a2,Change the error handling in dart:io,"Change the error handling in dart:io

1. Change the argument on all onError handlers from Exception to
Dynamic

2. Throw an exception if an error ocours and there is no error handler
present for handling it.

For sockets there is the complication that an error on a socket is
reported to the socket error handler, and each of the stream error
handlers. The solution to this is to throw an exception if there was
no error handler on either the socket or one of the streams.

Fixed a number of bugs in tests revealed by errors no longer being
silently ignored.

R=ager@google.com

BUG=none
TEST=tests/standalone/src/io/*

Review URL: https://chromiumcodereview.appspot.com//10173024

git-svn-id: c93d8a2297af3b929165606efe145742a534bc71@6994 260f80e4-7a28-3924-810f-c04153c831b5
",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
TeamHypersomnia/Hypersomnia,2b3e54864b3f465963902ff358c41f0dbc66ffc3,changed filters,"changed filters
",FALSE,FALSE,FALSE,FALSE,,,,,,,,change_hits_batch_1
Heigvd/Wegas,ffaa569d4d7f1e934f93950e7f5801be881885f9,ProgGame: add sprite + change stone hitbox,"ProgGame: add sprite + change stone hitbox
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
JGRennison/OpenTTD-patches,20c25761428f66249b1c00fc95eefb74b5f09ddf,(svn r25649) -Update from WebTranslator v3.0: estonian - 54 changes by KSiimson,"(svn r25649) -Update from WebTranslator v3.0:
estonian - 54 changes by KSiimson

",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,change_hits_batch_1
CraveFood/farmblocks,04115e6242d0fa93afc14479243f83e186eb178b,fix(radio): change value state when defaultValue prop is modified,"fix(radio): change value state when defaultValue prop is modified

affects: @crave/farmblocks-input-radio

ISSUES CLOSED: #314
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
ministryofjustice/advocate-defence-payments,b7a4506c47df462d67f9c15da8a047568d2385b4,updated footer and change pssword page,"updated footer and change pssword page
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
SUSE/kiwi,a46c56a54632db3628a671247cece44f52bef5de,Validate use of GRUB_USE_LINUXEFI,"Validate use of GRUB_USE_LINUXEFI

On systems that uses GRUB_USE_LINUXEFI with grub2 version
less than 2.04 there is no support for dynamic EFI
environment checking. In this condition we extend the grub
setup to add this support. The change kiwi does is as
follows:

* Apply only on grub < 2.04
  1. Modify 10_linux to set linux/initrd as variables
  2. Write hybrid setup as 01_efihybrid

This Fixes bsc#1165960 and bsc#1168480
",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
juju/juju,3ba150f14954e0a2876cfe03b18e0e7764036033,provisioner: changed environment config. test,"provisioner: changed environment config. test

The tests now check that a changing environment configuration
is watched by the provisioner and passed to the environment.

R=niemeyer
CC=
https://codereview.appspot.com/6488057
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
CuBoulder/express,2e775fde4e55f878b7c1ed2693d9e6502d07a349,changing more module package information,"changing more module package information
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
cuba-platform/cuba,9551526a4cfdb78831025b066d174117ed1d5f77,Merged from release_5_2 Change access modifiers in EntityLog and EntityLogItemDetachListener to be able to modify parsing of EntityLogAttr'ibutes #PL-5004 [from revision 20195],"Merged from release_5_2
Change access modifiers in EntityLog and EntityLogItemDetachListener to be able to modify parsing of EntityLogAttr'ibutes #PL-5004 [from revision 20195]
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
prometheus/prometheus,32b7595c4771b193b5869f5a97f935e404f16e30,Create promql package with lexer/parser.,"Create promql package with lexer/parser.

This commit creates a (so far unused) package. It contains the a custom
lexer/parser for the query language.

ast.go: New AST that interacts well with the parser.
lex.go: Custom lexer (new).
lex_test.go: Lexer tests (new).
parse.go: Custom parser (new).
parse_test.go: Parser tests (new).
functions.go: Changed function type, dummies for parser testing (barely changed/dummies).
printer.go: Adapted from rules/ and adjusted to new AST (mostly unchanged, few additions).
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
stahta01/codeblocks_svn2git_metadata,18c459484a63d8300ad6a3b359f80a801ea6a1bc,* Check non builtin editors for file deletion and read/write-status change.,"* Check non builtin editors for file deletion and read/write-status change.

git-svn-id: 2f11a1cf0a39f6e766db76572a835a5ba8f74bec@9942 2a5c6006-c6dd-42ca-98ab-0921f2732cef
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
TrinityCore/WowPacketParser,b5045f4a4358927cdeaf6b3e3459b3d89b0f1fcf,Fixed SMSG_ITEM_REFUND_RESULT structure and made some misc changes here and there,"Fixed SMSG_ITEM_REFUND_RESULT structure and made some misc changes here and there
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,change_hits_batch_1
savaslabs/savaslabs.github.io,cb9550bf40272a3e9d101f9dfb3c11c8843267ea,Issue #5119: Change hiring organization email,"Issue #5119: Change hiring organization email
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
ILSCeV/Lara,38a857204602f31080ca9875ce4f16d5f656e931,Fix incorrect price representation and change formatting,"Fix incorrect price representation and change formatting

Was showing external VVK for external AK price",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
google/llvm-propeller,861e51a244d25e645538c9657a18ad04797b924a,Teach CMake to only touch tablegen-generated files if anything actually changed.,"Teach CMake to only touch tablegen-generated files if anything
actually changed.

Patch by Frits van Bommel!

llvm-svn: 117102
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
Duke-Translational-Bioinformatics/duke-data-service,55bd558e4a4aae48ca40e51d21532c56cf3d2f1a,Merge pull request #1057 from Duke-Translational-Bioinformatics/DDS-923-rule_changes,"Merge pull request #1057 from Duke-Translational-Bioinformatics/DDS-923-rule_changes

DDS-923 rule changes",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
umbraco/Umbraco-CMS,92f85fad4a93ed5473911248403dd9e6bfbf7b57,Merging dictionary changes,"Merging dictionary changes
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
camunda/camunda-bpm-platform,89eb5b194b41807d7923471a4b19682567ba45b7,fix(tests): set isExecutable default false,"fix(tests): set isExecutable default false

 * add isExecutable to process definitions
 * change parsing behaviour for isExecutable

 related to #CAM-5084
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
tensorflow/tensorflow,83c857f34d907ff8c696a25ec4a3f47e38e2fb40,Only modify non-.md files in doc processing. Change: 147218795,"Only modify non-.md files in doc processing.
Change: 147218795
",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
gradle/gradle,72715e8c428f90ce767a3a4b67fe08573dd83ab7,Support testing changes happening during build,"Support testing changes happening during build

- wait until latest build finishes

+review REVIEW-5709
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
sagemathinc/cocalc,d84d5b094a5ed7223cff284fd6f1cb20126c5f1d,change expect on empty dir list returned,"change expect on empty dir list returned
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
openstack/nova,e9515ba745babf906089e8895315f7f532ef2458,Add deprecated_since parameter,"Add deprecated_since parameter

This can be used to formalize deprecation timelines, so that options
are removed when planned. This includes moving some lines around, so
that parameters are in a regular order. A future change can remove the
fully deprecated options.

The relevant commits are:

    DEFAULT     vendordata_driver               21da1ba
    cells       manager                         0fcec69
    cells       driver                          579c98a
    conductor   use_local                       a698871
    conductor   manager                         e683c41
    service     metadata_manager                0fcec69
    service     compute_manager                 0fcec69
    service     console_manager                 0fcec69
    service     consoleauth_manager             0fcec69
    service     cert_manager                    0fcec69
    service     scheduler_manager               0fcec69
    DEFAULT     quota_driver                    4306388
    DEFAULT     compute_available_monitors      973f312
    DEFAULT     compute_stats_class             3be36fc
    DEFAULT     snapshot_name_template          aeee454
    DEFAULT     db_driver                       c87ae92
    DEFAULT     image_decryption_dir            be86b27
    DEFAULT     s3_host                         be86b27
    DEFAULT     s3_port                         be86b27
    DEFAULT     s3_access_key                   be86b27
    DEFAULT     s3_secret_key                   be86b27
    DEFAULT     s3_use_ssl                      be86b27
    DEFAULT     s3_affix_tenant                 be86b27
    DEFAULT     enable_network_quota            d0b8fec
    DEFAULT     quota_networks                  d0b8fec
    glance      use_glance_v1                   16dd86f
    image_file_url      filesystems             9931ef9
    image_file_url:???  id                      9931ef9
    image_file_url:???  mountpoint              9931ef9
    DEFAULT     fatal_exception_format_errors   6919b25
    barbican    catalog_info                    899a140
    barbican    endpoint_template               899a140
    barbican    os_region_name                  899a140
    ironic      admin_username                  2ea2399
    ironic      admin_password                  2ea2399
    libvirt     use_usb_tablet                  73d5d1f
    libvirt     image_info_filename_pattern     2c389cc
    libvirt     checksum_base_images            2c389cc
    libvirt     checksum_interval_seconds       2c389cc
    DEFAULT     share_dhcp_address              e29a800
    DEFAULT     security_group_api              ef957ee
    osapi_v21   extensions_blacklist            11507ee
    osapi_v21   extensions_whitelist            11507ee
    osapi_v21   project_id_regex                1f16a76
    DEFAULT     cert_topic                      5afc8e5
    DEFAULT     default_flavor                  b7660e0

Change-Id: I9e483109b52fe6d98e386a03010063cb37a0d9c8
Implements: bp centralize-config-options-ocata
",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
DTOcean/dtocean-core,ed0955de4b62bfcfd85339857b6cca605fa57238,Fix version 1.0.0 changes,"Fix version 1.0.0 changes
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
kubernetes/enhancements,85e0500941fb5daf4183c423728a6d8c3037aa65,kep: pod-overhead: fix formatting issues,"kep: pod-overhead: fix formatting issues

Fix markdown formatting, and minor grammar change.

Signed-off-by: Eric Ernst <5015973303f980f03dfbc137aa86aae091073f95@intel.com>
",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,change_hits_batch_1
mantechnology/wdrbd,1ba7577a46be45d835560663ba375729c628d981,Merged in DW-1999--verifier-detect-IoMarkIrpPending-was-not-called (pull request #806),"Merged in DW-1999--verifier-detect-IoMarkIrpPending-was-not-called (pull request #806)

DW-1999 change the calling position of IoMarkIrpPending to set it in advance.

Approved-by: 한성원 <10b003e73af000c07324acede0e4207655277c42@mantech.co.kr>
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
rakudo/rakudo,88c35ed04491903ee0f01b96a08e322f71a65339,Reword `is mangled` changes as a bug fix instead of new feature an addition,"Reword `is mangled` changes as a bug fix instead of new feature an addition

Per comments https://github.com/rakudo/rakudo/pull/826#issuecomment-233106909
",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,change_hits_batch_1
DevExpress/testcafe,165c5da44a672392f5055f20c4376df831077b01,Force LF line endings (fixes #580) (#646),"Force LF line endings (fixes #580) (#646)

* Add files before changing line endings

* Change line endings
",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
GoogleCloudPlatform/gsutil,85945c6d4f46d08027f5b2dad21031a140ef1e14,Fix throughput update period,"Fix throughput update period

This change increases the frequency of throughput reports
to one per second.
",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,uncertain,,change_hits_batch_1
easybuilders/easybuild-easyconfigs,8e0a53de4ada9b0531e72e6490d7c344bde25791,Requested change to URL in HDF5 1.8.18,"Requested change to URL in HDF5 1.8.18
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
